MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
13,5,0.0,10304.0,1,1,3,3,0,1,0,19,4,2,1,5,5,1976.0,1976.0,1,1,9,10,44.0,2,1,5,3,0,1,6,0,399.0,780.0,1,0,1,4,1088.0,780.0,1868.0,1.0,0,2.0,1.0,4.0,1,9,7,1.0,0,3,2.0,484,5,2,420,96,0,0,0,0,3,4,0,10,2009,9,4,197500,-93.635919,42.049394
0,5,100.0,17727.75,1,1,2,2,0,4,0,14,2,2,0,0,2,1967.0,1967.0,1,1,6,10,0.0,4,1,5,0,6,7,6,0,1632.0,1632.0,1,4,1,4,1632.0,0.0,1632.0,0.0,0,2.0,0.0,4.0,1,8,7,0.0,0,3,2.0,576,5,1,0,0,0,0,0,0,3,4,0,6,2007,9,4,143000,-93.6072813,41.9927922
2,5,97.0,11800.0,1,1,3,0,0,4,0,5,2,2,1,0,1,1974.0,1974.0,1,1,6,6,0.0,4,1,5,0,1,2,6,0,201.0,864.0,1,4,1,4,894.0,0.0,894.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,0,3,2.0,440,5,2,0,0,0,0,0,0,3,4,0,8,2007,9,3,131000,-93.684962,42.021992
2,6,62.0,7311.0,1,1,2,3,0,0,0,20,2,2,1,0,1,1946.0,1950.0,1,1,13,14,0.0,2,0,5,3,6,7,6,0,407.0,407.0,1,4,0,0,407.0,0.0,407.0,0.0,0,1.0,0.0,1.0,1,3,7,0.0,4,3,1.0,297,5,2,76,0,0,0,0,0,3,4,0,3,2008,9,0,46500,-93.606764,42.032008
5,5,80.0,17120.0,1,1,2,3,0,4,0,4,1,2,1,1,2,1959.0,1959.0,1,1,15,10,0.0,4,1,3,4,4,5,4,0,0.0,30.25,1,4,1,4,1120.0,468.0,1588.0,0.0,0,2.0,0.0,4.0,1,7,3,1.0,4,0,2.0,680,5,0,0,59,0,0,0,0,3,4,0,7,2008,9,4,134432,-93.657031,42.031281
2,4,60.0,8400.0,1,1,2,3,0,4,0,22,1,2,1,0,2,1950.0,1950.0,1,1,14,0,0.0,1,1,1,3,6,7,6,0,721.0,721.0,1,2,1,4,841.0,0.0,841.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,3,3,1.0,294,5,0,250,0,0,0,0,0,3,4,0,9,2009,9,4,82000,-93.6790752,42.0365385
2,5,65.0,7800.0,1,1,2,3,0,4,0,21,2,2,1,0,5,1966.0,2008.0,3,1,6,6,47.0,4,1,5,2,1,2,5,0,150.0,864.0,1,0,1,4,892.0,0.0,892.0,1.0,0,1.0,0.0,3.0,1,5,7,0.0,4,3,1.0,416,5,2,0,0,0,0,0,0,3,4,0,6,2010,9,4,137900,-93.677992,42.029924
13,5,41.0,12460.0,1,1,3,3,0,2,0,8,6,2,1,5,1,1999.0,2000.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,167.0,1037.0,1,0,1,4,1037.0,1285.0,2322.0,0.0,0,2.0,1.0,4.0,1,8,7,1.0,2,0,2.0,400,5,2,144,44,0,0,0,0,3,4,0,5,2008,9,4,225000,-93.641342,42.05695
9,5,70.0,8400.0,1,1,2,3,0,4,0,15,1,2,1,3,0,1968.0,1968.0,1,1,6,6,0.0,4,1,5,1,2,3,6,0,89.0,833.0,1,2,1,4,898.0,0.0,898.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,0,2,1.0,326,5,2,143,0,0,0,0,0,3,4,0,8,2006,9,4,140000,-93.628069,42.045878
3,5,39.0,5389.0,1,1,3,3,0,4,0,25,2,2,3,0,1,1995.0,1996.0,1,1,5,5,0.0,4,2,5,3,2,3,6,0,415.0,1595.0,1,0,1,4,1616.0,0.0,1616.0,1.0,0,2.0,0.0,2.0,1,5,7,1.0,0,2,2.0,608,5,2,237,152,0,0,0,0,3,4,0,3,2010,9,4,236500,-93.632852,42.06112
2,5,0.0,13284.0,1,1,2,3,0,4,0,21,4,2,1,0,1,1954.0,1954.0,1,1,14,10,0.0,4,2,5,2,1,2,6,0,319.0,1383.0,1,4,1,4,1383.0,0.0,1383.0,1.0,0,1.0,0.0,3.0,1,6,7,1.0,0,3,1.0,354,5,2,420,116,0,0,0,0,3,0,0,6,2008,9,4,165000,-93.665356,42.032566
2,5,73.0,9803.0,1,1,2,3,0,4,0,26,2,2,1,0,1,2009.0,2010.0,1,1,13,14,0.0,4,2,5,3,6,7,6,0,1214.0,1214.0,1,0,1,4,1214.0,0.0,1214.0,0.0,0,2.0,0.0,2.0,1,6,7,0.0,0,2,2.0,520,5,2,0,25,0,0,0,0,3,4,0,1,2010,6,5,179781,-93.649201,41.995278
13,5,95.0,12350.0,1,1,2,3,0,4,0,18,2,2,1,5,1,2009.0,2009.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,379.0,1365.0,1,0,1,4,1365.0,1325.0,2667.875,1.0,0,2.0,1.0,3.0,1,8,7,1.0,0,2,3.0,864,5,2,0,175,0,0,0,0,3,4,0,7,2009,6,5,339500,-93.653955,42.062994
12,6,53.0,9863.0,1,2,2,3,0,4,0,20,2,2,1,5,0,1927.0,1950.0,2,1,14,15,0.0,4,0,5,3,3,4,5,0,322.0,728.0,1,4,1,4,914.0,728.0,1642.0,0.0,0,1.0,1.0,4.0,1,9,7,1.0,4,3,1.0,374,5,2,0,0,0,0,0,0,3,4,0,3,2007,9,0,145000,-93.6190848,42.0299846
13,2,68.0,7379.0,1,1,3,3,0,4,0,23,2,2,1,5,1,2000.0,2000.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,491.0,975.0,1,0,1,4,975.0,873.0,1848.0,1.0,0,2.0,1.0,3.0,1,7,7,1.0,0,2,2.0,592,5,2,280,175,0,0,0,0,3,4,0,4,2010,9,4,254000,-93.643556,42.04638
14,6,21.0,2058.0,1,1,2,3,0,4,0,2,2,2,2,5,1,1973.0,1973.0,1,1,6,6,265.0,4,1,5,3,6,7,6,0,672.0,672.0,1,0,1,4,672.0,546.0,1218.0,0.0,0,1.0,1.0,4.0,1,7,7,0.0,4,3,1.0,264,5,2,0,28,0,0,0,0,3,4,0,12,2007,9,4,113700,-93.627855,42.052696
5,6,52.0,6240.0,1,1,2,3,0,4,0,3,2,2,1,1,0,1931.0,1950.0,1,1,14,15,0.0,4,0,1,3,3,4,6,0,459.0,884.0,1,4,1,0,959.0,408.0,1367.0,0.0,0,1.0,0.0,3.0,1,6,7,1.0,4,3,1.0,560,5,2,0,0,0,0,0,0,3,4,0,11,2007,9,4,127500,-93.622402,42.031483
2,5,88.0,9680.0,1,1,2,3,0,4,0,15,2,2,1,0,0,1967.0,1967.0,1,1,14,10,268.0,4,1,5,3,1,2,6,0,500.0,1510.0,1,0,1,4,1510.0,0.0,1510.0,1.0,0,2.0,0.0,3.0,1,6,7,0.0,0,2,2.0,517,5,2,0,40,0,0,0,0,3,0,0,4,2010,9,4,178900,-93.627536,42.038971
13,5,54.0,9783.0,1,1,3,3,0,4,0,8,2,2,1,5,1,1996.0,1996.0,1,1,6,6,0.0,4,2,5,3,6,7,6,0,821.0,821.0,1,2,1,4,821.0,955.0,1776.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,2,0,2.0,443,5,2,286,116,0,0,0,0,3,4,0,5,2006,9,4,202000,-93.636378,42.060736
13,5,90.0,11250.0,1,1,2,3,0,0,0,5,2,2,1,5,1,1995.0,1996.0,1,1,13,14,0.0,2,2,2,0,2,3,6,0,245.0,930.0,1,0,1,4,950.0,1045.0,1995.0,1.0,0,2.0,1.0,4.0,1,8,7,1.0,0,2,2.0,610,5,2,275,170,0,0,0,0,3,4,0,7,2006,9,4,237000,-93.679803,42.017867
13,5,70.0,9605.0,1,1,2,3,0,4,0,23,2,2,1,5,1,2006.0,2006.0,1,1,13,14,0.0,4,2,5,3,6,7,6,0,982.0,982.0,1,0,1,4,982.0,995.0,1977.0,0.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,3.0,574,5,2,240,53,0,0,0,0,3,4,0,7,2007,9,3,250000,-93.643748,42.053032
10,5,80.0,9600.0,1,1,2,3,0,4,0,15,2,2,1,4,5,1967.0,1967.0,1,1,8,8,140.0,4,2,5,0,0,1,5,0,137.0,1141.0,1,2,1,4,1141.0,0.0,1141.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,0,3,1.0,568,5,2,0,78,0,0,0,0,3,4,0,7,2006,9,4,158000,-93.626345,42.04657
5,6,57.0,9184.0,1,0,2,3,0,4,0,20,0,2,1,1,5,1948.0,2005.0,1,1,15,16,0.0,4,0,5,3,6,7,6,0,780.0,780.0,1,0,1,4,948.0,375.0,1323.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,4,3,2.0,400,5,2,0,0,0,0,0,0,3,4,0,7,2008,9,4,122600,-93.62005,42.032611
2,5,78.0,9360.0,1,1,2,3,0,4,0,19,2,2,1,0,5,1972.0,2006.0,3,1,9,10,0.0,4,1,5,3,0,1,6,0,179.0,1161.0,1,4,1,4,1381.0,0.0,1381.0,1.0,0,1.0,1.0,3.0,1,5,7,1.0,0,2,2.0,676,5,2,0,0,0,0,0,0,3,4,0,3,2010,9,4,197500,-93.631435,42.043822
12,6,60.0,10800.0,1,1,2,3,0,4,0,20,2,2,1,5,5,1890.0,1999.0,1,1,14,16,0.0,4,0,5,2,6,7,6,0,1313.0,1313.0,2,2,1,4,1313.0,1182.0,2495.0,0.0,0,2.0,0.0,4.5,1,10,7,1.0,4,3,2.0,342,1,2,0,175,0,0,0,0,3,4,0,12,2008,9,4,184000,-93.6075521,42.0273991
13,5,65.0,7800.0,1,1,2,3,0,4,0,22,2,2,1,5,1,2005.0,2005.0,1,1,13,14,172.0,4,2,5,3,6,7,6,0,891.0,891.0,1,0,1,4,891.0,795.0,1686.0,0.0,0,2.0,1.0,3.0,1,8,7,0.0,0,0,2.0,462,5,2,144,101,0,0,0,0,3,4,0,4,2006,9,4,184000,-93.691246,42.036605
2,5,114.0,10357.0,1,1,3,3,0,0,0,22,1,2,1,0,1,1990.0,1991.0,3,1,6,6,0.0,4,2,5,2,2,3,6,0,172.0,910.0,1,2,1,4,1442.0,0.0,1442.0,1.0,0,2.0,0.0,3.0,1,6,7,1.0,0,0,2.0,719,5,2,0,175,0,0,0,0,3,4,0,5,2007,9,4,179900,-93.684102,42.033662
5,5,62.0,6488.0,1,1,2,3,0,4,0,7,2,2,1,1,1,1942.0,1950.0,1,1,3,15,0.0,4,0,5,3,3,4,6,0,569.0,799.0,1,0,0,0,799.0,351.0,1150.0,0.0,0,1.0,0.0,3.0,1,6,4,2.0,2,3,1.0,215,5,2,264,0,0,0,0,0,3,4,0,3,2006,9,3,128000,-93.665153,42.027664
11,1,50.0,9000.0,1,1,2,3,0,4,0,11,2,2,4,1,0,1951.0,1951.0,1,1,15,16,0.0,1,1,5,2,6,7,6,0,660.0,660.0,1,4,0,4,1060.0,336.0,1396.0,0.0,0,2.0,0.0,4.0,1,8,3,0.0,6,1,0.0,0,3,2,0,0,0,0,0,0,3,4,0,10,2006,9,0,115000,-93.615024,42.019099
5,1,52.0,5150.0,1,1,2,3,0,0,0,11,1,2,1,1,5,1910.0,2000.0,1,1,9,10,0.0,4,2,5,3,6,7,6,0,356.0,356.0,1,4,0,0,671.0,378.0,1049.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,4,3,1.0,195,1,0,0,0,0,0,0,0,3,4,0,5,2008,9,4,80900,-93.616849,42.021594
13,5,80.0,10400.0,1,1,2,3,0,4,0,19,2,2,1,5,1,1972.0,1972.0,1,1,13,14,288.0,4,1,5,3,5,6,6,0,485.0,732.0,1,2,1,4,1012.0,778.0,1790.0,1.0,0,1.0,2.0,4.0,1,8,3,1.0,0,2,2.0,484,5,2,148,0,0,0,0,0,3,4,0,11,2006,9,4,165150,-93.630258,42.04806
2,5,64.0,8712.0,1,1,3,3,0,4,0,15,2,2,1,0,5,1957.0,2000.0,3,1,8,8,0.0,2,1,5,2,1,2,6,0,132.0,992.0,1,4,1,4,1306.0,0.0,1306.0,1.0,0,1.0,0.0,2.0,1,5,7,0.0,4,3,1.0,756,5,2,0,0,0,0,0,0,3,4,0,5,2009,9,4,153000,-93.609226,42.039047
9,5,0.0,10050.0,1,1,3,3,0,4,0,15,2,2,1,3,0,1966.0,1966.0,1,1,6,6,87.0,4,1,5,0,2,3,6,0,191.0,793.0,1,0,1,4,1280.0,0.0,1280.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,1,0,2.0,432,5,2,140,40,0,0,0,0,3,4,0,6,2007,9,4,175000,-93.61706,42.048934
2,5,120.0,14780.0,1,1,3,1,0,0,1,18,2,2,1,0,1,2005.0,2005.0,3,1,13,14,406.875,4,2,5,1,2,3,6,0,363.0,1868.0,1,0,1,4,1868.0,0.0,1868.0,1.0,0,2.0,0.0,2.0,1,7,7,1.0,0,0,3.0,960,5,2,354,56,0,0,0,0,3,4,0,6,2006,9,4,339500,-93.657984,42.061134
2,5,78.0,10140.0,1,1,2,3,0,4,0,19,6,2,1,0,1,1998.0,1999.0,3,1,13,14,0.0,4,2,5,3,3,4,2,0,379.0,1650.0,1,0,1,4,1680.0,0.0,1680.0,1.0,0,2.0,0.0,3.0,1,7,0,1.0,0,0,2.0,583,5,2,78,73,0,0,0,0,3,4,0,6,2009,9,4,213250,-93.632647,42.043673
9,5,72.0,9129.0,1,1,2,3,0,4,0,14,2,2,1,3,1,1977.0,1977.0,1,1,9,10,144.0,4,2,5,0,2,3,6,0,0.0,923.0,1,4,1,4,1008.0,0.0,1008.0,1.0,0,1.0,0.0,1.0,1,4,7,1.0,0,0,2.0,678,5,2,201,66,0,0,0,0,3,2,0,7,2007,9,4,153500,-93.604644,41.991098
13,5,75.0,7950.0,1,1,3,0,0,0,0,7,2,2,1,5,0,1977.0,1977.0,3,1,6,10,140.0,4,1,5,3,1,2,6,0,155.0,690.0,1,4,1,4,698.0,728.0,1426.0,0.0,0,1.0,1.0,3.0,1,6,7,0.0,0,0,2.0,440,5,2,252,0,0,0,0,0,3,2,0,7,2009,9,4,159500,-93.6755239,42.0186549
15,5,60.0,6204.0,1,1,2,0,0,4,0,24,2,2,1,6,1,1912.0,1950.0,1,1,14,15,0.0,4,2,1,3,6,7,6,0,795.0,795.0,1,4,0,4,954.0,795.0,2230.0,1.0,0,1.0,0.0,4.5,1,10,7,0.0,4,3,1.0,440,2,2,0,175,0,0,0,0,3,4,0,3,2006,9,4,118500,-93.65564,42.02197
5,5,60.0,9120.0,1,2,2,3,0,4,0,3,2,2,1,1,0,1925.0,1950.0,1,1,14,15,0.0,2,2,5,3,5,6,6,0,697.0,1026.0,1,0,1,4,1133.0,687.0,1820.0,1.0,0,2.0,0.0,4.0,1,8,7,0.0,4,3,1.0,240,5,0,0,100,0,0,0,0,3,0,0,6,2008,9,4,184000,-93.625556,42.028426
13,5,59.0,11796.0,1,1,3,3,0,4,0,8,2,2,1,5,1,2004.0,2005.0,1,1,13,14,0.0,4,2,5,0,6,7,6,0,847.0,847.0,1,0,1,4,847.0,1112.0,1959.0,0.0,0,2.0,1.0,4.0,1,8,7,1.0,2,0,2.0,434,5,2,100,48,0,0,0,0,3,4,0,7,2007,9,4,215000,-93.643961,42.061541
12,1,0.0,6449.0,1,1,3,3,0,4,0,24,2,2,1,5,8,1907.0,1950.0,2,1,14,13,0.0,4,1,5,3,5,6,6,0,634.0,707.0,2,4,0,4,942.0,942.0,1884.0,0.0,0,1.0,1.0,4.0,1,7,7,0.0,6,1,0.0,0,3,0,0,0,0,0,0,0,3,4,0,3,2010,9,0,93369,-93.657573,42.025255
2,5,85.0,14536.0,1,1,2,3,0,4,0,26,2,2,1,0,1,2002.0,2003.0,3,1,13,14,236.0,4,2,5,0,2,3,6,0,316.0,1616.0,1,0,1,4,1629.0,0.0,1629.0,1.0,0,2.0,0.0,3.0,1,9,7,1.0,0,0,3.0,808,5,2,0,175,0,0,0,0,3,4,0,11,2007,9,4,270000,-93.647585,41.995341
2,5,0.0,15498.0,1,1,3,3,0,0,0,26,2,2,1,0,0,1976.0,1976.0,3,6,11,6,0.0,4,1,5,0,0,1,3,0,0.0,1565.0,1,4,1,4,2145.625,0.0,2667.875,1.0,0,2.0,0.0,2.0,1,10,7,1.0,0,0,2.0,665,5,2,0,72,0,0,0,0,3,4,0,5,2008,0,0,287000,-93.650229,41.998999
10,5,66.0,17727.75,1,1,3,3,0,4,0,22,2,2,1,4,1,1983.0,1983.0,1,1,14,15,100.0,4,1,5,0,5,6,2,0,0.0,520.0,1,2,1,4,1338.0,0.0,1338.0,0.0,0,1.0,1.0,2.0,1,5,3,1.0,0,3,2.0,576,5,2,0,0,0,0,0,0,3,4,0,9,2009,9,4,156500,-93.685733,42.033714
3,5,0.0,3196.0,1,1,2,3,0,4,0,0,2,2,3,0,1,2003.0,2004.0,1,1,13,14,18.0,4,2,5,1,6,7,6,0,1374.0,1374.0,1,0,1,4,1557.0,0.0,1557.0,0.0,0,2.0,0.0,2.0,1,7,7,1.0,0,0,2.0,420,5,2,143,20,0,0,0,0,3,4,0,10,2006,9,4,234000,-93.641946,42.063298
1,5,60.0,10800.0,1,0,2,3,0,4,0,20,2,2,1,0,0,1927.0,2007.0,1,1,14,15,0.0,4,0,5,3,6,7,6,0,656.0,656.0,1,4,1,4,968.0,0.0,968.0,0.0,0,2.0,0.0,4.0,1,5,7,0.0,4,3,1.0,216,1,2,0,0,0,0,0,0,3,4,0,8,2007,9,4,64500,-93.612418,42.035779
2,5,0.0,17727.75,1,1,1,3,0,4,0,6,2,2,1,0,1,1995.0,1996.0,1,1,13,14,0.0,4,2,5,3,6,7,6,0,1675.875,1680.0,1,2,1,4,1680.0,0.0,1680.0,0.0,0,2.0,0.0,4.0,1,7,7,0.0,0,3,2.0,628,5,2,152,0,0,0,0,0,3,4,0,6,2007,9,4,170000,-93.644923,42.011836
5,5,60.0,7008.0,1,1,2,3,0,0,0,20,2,2,1,1,7,1900.0,1998.0,1,1,8,8,0.0,2,0,1,3,6,7,6,0,448.0,448.0,1,0,1,4,448.0,272.0,720.0,0.0,0,1.0,0.0,1.0,1,5,7,0.0,0,3,1.0,280,5,2,0,0,0,0,0,0,3,4,0,3,2006,9,4,86900,-93.612239,42.037041
2,6,60.0,7200.0,1,0,2,3,0,4,0,20,2,2,1,0,1,1950.0,1950.0,1,1,8,8,0.0,4,1,5,3,6,7,6,0,576.0,576.0,1,0,1,4,864.0,0.0,864.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,4,2,1.0,528,5,2,0,0,0,0,0,0,3,4,0,8,2006,0,4,105000,-93.6145858,42.0330459
1,5,67.0,8777.0,1,1,2,3,0,4,1,7,1,2,1,0,0,1945.0,2007.0,1,1,13,14,0.0,2,1,3,4,4,5,4,0,0.0,30.25,1,4,0,4,640.0,0.0,640.0,0.0,0,1.0,0.0,2.0,1,5,2,0.0,4,3,1.0,240,5,0,0,0,0,0,0,0,3,4,0,4,2010,3,4,84900,-93.6783313,42.0203585
2,2,84.0,10440.0,1,1,2,3,0,0,0,23,2,2,1,0,1,2005.0,2005.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,54.0,1468.0,1,0,1,4,1468.0,0.0,1468.0,1.0,0,2.0,0.0,2.0,1,6,7,1.0,0,0,2.0,528,5,2,0,102,0,0,0,0,3,4,0,5,2010,9,4,271500,-93.642224,42.051429
13,5,0.0,7861.0,1,1,3,3,0,4,0,8,2,2,1,5,1,2002.0,2003.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,326.0,783.0,1,0,1,4,807.0,702.0,1509.0,1.0,0,2.0,1.0,3.0,1,7,7,1.0,0,0,2.0,393,5,2,100,75,0,0,0,0,3,4,0,6,2006,9,4,183200,-93.642588,42.060293
10,5,59.0,9587.0,1,1,3,3,0,4,0,8,2,2,1,4,1,2005.0,2005.0,1,1,13,14,182.0,4,2,5,1,2,3,6,0,201.0,856.0,1,0,1,4,1166.0,0.0,1166.0,1.0,0,2.0,0.0,2.0,1,5,7,0.0,0,0,2.0,400,5,2,212,0,0,0,0,0,3,4,0,7,2008,9,4,190000,-93.643964,42.061544
2,5,61.0,7930.0,1,1,2,3,0,4,0,15,2,2,1,0,7,1969.0,2005.0,1,1,9,10,0.0,4,1,5,3,2,3,3,0,115.0,1026.0,1,2,1,4,1026.0,0.0,1026.0,1.0,0,1.0,0.0,3.0,1,5,7,0.0,4,2,2.0,440,5,2,171,48,0,0,0,0,3,4,0,7,2009,9,4,156000,-93.628707,42.055228
13,5,0.0,12732.0,1,1,3,3,0,1,0,19,4,2,1,5,0,1974.0,1974.0,1,1,13,14,0.0,4,1,5,2,2,3,3,0,150.0,752.0,1,4,1,4,1285.0,782.0,2067.0,0.0,0,2.0,1.0,3.0,1,7,7,2.0,0,2,2.0,784,5,2,297,40,0,0,0,0,3,4,0,6,2009,9,4,206000,-93.631881,42.04876
10,5,80.0,9600.0,1,1,2,3,0,2,0,27,1,2,1,4,5,1976.0,1994.0,3,1,9,10,360.0,2,1,5,3,6,7,6,0,528.0,528.0,1,0,1,4,1094.0,761.0,1855.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,2,2.0,512,5,2,113,100,0,0,0,0,3,4,0,8,2007,9,4,187000,-93.645547,42.043048
2,5,80.0,9547.0,1,1,2,3,0,4,0,19,2,2,1,0,0,1993.0,1993.0,1,1,13,14,112.0,4,2,5,3,6,7,6,0,1594.0,1594.0,1,0,1,4,1594.0,0.0,1594.0,0.0,0,2.0,0.0,2.0,1,6,7,1.0,0,2,2.0,472,5,2,190,80,0,0,0,0,3,4,0,7,2007,9,4,188500,-93.638051,42.043363
2,5,0.0,10750.0,1,1,3,3,0,1,0,17,2,2,1,0,1,1994.0,1995.0,3,1,14,15,406.875,4,2,5,0,1,2,2,0,262.0,2024.0,1,0,1,4,2063.0,0.0,2063.0,1.0,0,2.0,0.0,3.0,1,7,7,2.0,0,0,3.0,815,5,2,182,56,0,0,0,0,3,4,0,6,2009,9,4,315000,-93.655988,42.050411
2,5,0.0,7500.0,1,1,2,3,0,4,0,15,2,2,1,0,5,1959.0,2003.0,3,1,3,3,0.0,4,1,5,3,2,3,6,0,466.0,1040.0,1,0,1,4,1040.0,0.0,1040.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,0,2,1.0,286,5,2,0,0,0,0,0,0,3,4,0,7,2007,9,4,152000,-93.605968,42.035862
2,5,70.0,9170.0,1,1,2,3,0,0,0,7,1,2,1,0,5,1965.0,1965.0,3,1,8,8,0.0,4,1,5,3,0,1,2,0,420.0,1214.0,1,0,1,4,1214.0,0.0,1214.0,1.0,0,1.0,0.0,2.0,1,6,7,0.0,4,3,2.0,461,1,2,0,0,0,0,0,0,3,0,0,4,2007,9,4,140000,-93.6783521,42.0210331
14,6,42.0,3964.0,1,1,2,3,0,4,0,13,2,2,3,5,2,1973.0,1973.0,1,1,5,5,0.0,4,1,5,3,0,1,6,0,105.0,942.0,1,2,1,4,1291.0,1230.0,2521.0,1.0,0,2.0,1.0,4.5,1,10,0,1.0,0,0,2.0,576,5,2,420,20,0,0,0,0,3,0,0,6,2006,9,4,151400,-93.603518,41.991731
5,6,51.0,6120.0,1,1,2,3,0,4,0,3,2,2,1,1,1,1930.0,1950.0,1,1,0,0,0.0,4,1,5,3,5,6,6,0,381.0,728.0,1,0,1,4,728.0,434.0,1162.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,4,3,1.0,258,4,2,0,24,0,0,0,0,3,4,0,11,2006,4,0,75000,-93.624553,42.032396
14,6,21.0,1680.0,1,1,2,3,0,4,0,2,2,2,2,5,1,1972.0,1972.0,1,1,6,6,406.875,4,1,5,3,1,2,6,0,143.0,525.0,1,2,1,4,525.0,567.0,1092.0,0.0,0,1.0,1.0,3.0,1,6,7,0.0,4,3,1.0,264,5,2,352,0,0,0,0,0,3,0,0,10,2006,9,4,108000,-93.629846,42.051673
2,5,81.0,13870.0,1,1,3,1,0,4,0,25,3,3,1,0,1,2006.0,2007.0,3,1,5,5,250.0,4,2,5,1,2,3,6,0,590.0,1742.0,1,0,1,4,2042.0,0.0,2042.0,1.0,0,2.0,0.0,3.0,1,8,7,1.0,0,0,3.0,724,5,2,240,52,0,0,0,0,3,4,0,10,2007,6,5,339500,-93.628723,42.058996
0,6,110.0,8472.0,0,1,1,0,0,0,1,11,8,2,0,0,1,1963.0,1963.0,1,1,14,15,0.0,4,1,5,1,3,4,2,0,0.0,816.0,1,4,0,4,816.0,0.0,816.0,1.0,0,1.0,0.0,2.0,1,5,7,0.0,3,3,2.0,516,5,2,106,0,0,0,0,0,3,4,0,5,2010,9,4,110000,-93.629495,42.020693
5,6,50.0,6000.0,1,1,2,3,0,4,0,3,2,2,1,1,0,1936.0,1950.0,1,1,8,8,0.0,4,0,5,3,1,2,6,0,0.0,672.0,1,4,1,4,757.0,567.0,1324.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,4,3,1.0,240,5,2,0,0,0,0,0,0,3,4,0,7,2009,9,4,128000,-93.624564,42.033406
2,5,65.0,9750.0,1,1,2,2,0,4,1,5,2,2,1,0,5,1994.0,1994.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,268.0,990.0,1,0,1,4,990.0,0.0,990.0,1.0,0,1.0,0.0,3.0,1,5,7,0.0,4,3,2.0,528,5,2,168,0,0,0,0,0,3,4,0,8,2008,9,4,155000,-93.692009,42.021173
13,2,65.0,8125.0,1,1,2,3,0,4,0,23,2,2,1,5,1,2006.0,2007.0,1,1,5,5,100.0,4,2,5,3,2,3,6,0,280.0,1092.0,1,0,1,4,1112.0,438.0,1550.0,1.0,0,2.0,0.0,2.0,1,7,7,0.0,0,0,2.0,438,5,2,0,168,0,0,0,0,3,4,0,10,2009,9,4,241000,-93.642474,42.05142
5,6,63.0,7628.0,1,1,2,3,0,4,0,20,2,2,1,1,0,1940.0,1985.0,1,1,8,8,0.0,2,0,5,3,6,7,6,0,801.0,801.0,1,2,1,0,1095.0,561.0,1656.0,0.0,0,2.0,0.0,2.0,1,8,4,0.0,4,3,2.0,440,5,2,187,0,0,0,0,0,3,4,0,5,2008,9,4,119164,-93.6198478,42.030418
2,5,74.0,10206.0,1,1,2,3,0,0,0,7,2,2,1,0,4,1952.0,1952.0,0,5,2,2,0.0,4,3,3,4,4,5,4,0,0.0,30.25,2,1,0,1,944.0,0.0,944.0,0.0,0,1.0,0.0,2.0,1,4,2,0.0,4,3,2.0,528,1,2,0,0,0,0,0,0,3,4,0,7,2009,9,4,82000,-93.664812,42.019004
